GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
RWNE    OG1,1,,28,3,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-MAY-2007 11:45:30.40,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
RWNE    OG2,1,,40,3,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-MAY-2007 11:45:37.29,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
RWNE    RA,1,,52,3,4,R,-5,0,-15,B,3,,0,2,3,1,I,0,-1,-15,B,3,D,1,23-MAY-2007 11:45:44.73,LDEAVILA,                                                                                                                                                                                                                                                                                                               
SACO    GH,1,,4,3,8,R,-11,0,-15,T,3,d,0,2,6,3,I,0,-2,-15,B,3,D,1,23-JUN-2009 09:41:44.09,NPHELPS,                                                                                                                                                                                                                                                                                                               
SACO    OB,0,,0,0,0,R,0,0,0,V,5,:TA,3,5,6,3,I,0,-1,-15,B,3,D,1,01-MAY-2008 14:07:27.57,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SACO    PC,0,,0,0,0,R,0,0,0,V,5,:PP,3,0,0,0,I,0,-1,-15,B,3,e,0,01-MAY-2008 14:07:41.20,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SANFORD CO,0,,10,5,4,R,-42,0,-60,V,5,TA,2,0,0,0,I,0,0,0,,0,,0,31-JAN-2012 10:42:14.42,BCLAGGETT,                                                                                                                                                                                                                                                                                                                
SANFORD FB,1,,6,6,8,R,-12,0,-15,V,7,HG,2,2,0,0,I,0,0,0,B,3,,0,30-JAN-2012 10:18:34.27,BCLAGGETT,                                                                                                                                                                                                                                                                                                                
SANFORD OB,0,,12,5,2,R,-42,0,-60,V,5,TA,2,5,0,0,I,0,-4,-60,B,3,,0,31-JAN-2012 10:40:21.15,BCLAGGETT,                                                                                                                                                                                                                                                                                                            
SANFORD PC,1,,76,5,4,R,-12,0,-15,V,5,PC,2,0,0,0,I,0,0,0,,0,,0,09-OCT-2012 11:06:19.93,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
SANFORD PC2,0,,12,5,4,R,-42,0,-60,V,5,YK,2,0,0,0,I,0,0,0,B,3,,0,31-JAN-2012 10:41:35.34,BCLAGGETT,                                                                                                                                                                                                                                                                                                              
SANFORD SQ,0,,112,3,2,R,-42,0,-60,V,3,RZ,2,0,0,0,I,0,0,0,,0,,0,31-JAN-2012 10:41:42.06,BCLAGGETT,                                                                                                                                                                                                                                                                                                               
SANFORD TU,0,,10,5,2,R,-42,0,-60,V,5,XR,2,2,6,3,I,0,-1,-15,T,3,D,1,31-JAN-2012 10:41:49.82,BCLAGGETT,                                                                                                                                                                                                                                                                                                           
SANFORD WDA,0,,174,5,4,R,-42,0,-60,V,5,UD,2,0,0,0,I,0,0,0,,0,,0,31-JAN-2012 10:41:59.17,BCLAGGETT,                                                                                                                                                                                                                                                                                                              
SANFORD WS,0,,116,5,4,R,-42,0,-60,V,5,US,2,14,0,0,I,0,0,0,B,3,,0,31-JAN-2012 10:42:07.91,BCLAGGETT,                                                                                                                                                                                                                                                                                                             
SAYR    GH,1,,22,6,2,R,-7,0,-60,F,5,,0,0,0,0,I,0,0,0,T,3,,0,20-JUL-2009 12:35:55.63,RMICHEL,                                                                                                                                                                                                                                                                                                                    
SAYR    PC,1,,38,6,2,R,-7,0,-60,F,5,,0,2,3,3,I,0,-1,-30,B,3,,0,20-JUL-2009 12:36:54.56,RMICHEL,                                                                                                                                                                                                                                                                                                                 
SAYR    PC2,1,,54,6,2,R,-7,0,-60,F,5,,0,0,0,0,I,0,0,0,B,3,,0,20-JUL-2009 12:37:28.96,RMICHEL,                                                                                                                                                                                                                                                                                                                   
SCNE    CH,1,,4,3,8,R,-12,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,21-DEC-2007 09:43:22.51,RMICHEL,                                                                                                                                                                                                                                                                                                                
SCSM    GH,1,,3,3,32,R,-14,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,26-APR-2001 07:57:02.71,NPHELPS,                                                                                                                                                                                                                                                                                                               
SCWY    GH,1,,4,6,8,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-MAR-2009 16:38:29.09,RMICHEL,                                                                                                                                                                                                                                                                                                                      
SDCM    GH,1,,4,3,16,R,-14,0,-15,V,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,23-AUG-2011 13:43:12.17,NPHELPS,                                                                                                                                                                                                                                                                                                               
SDWM    CH,1,,4,3,12,R,-3,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,08-APR-2013 07:00:33.10,NPHELPS,                                                                                                                                                                                                                                                                                                                
SEDT    GH,1,,7,6,8,R,-1,0,-15,B,3,,0,5,6,4,I,0,-4,-60,B,3,D,1,03-JUN-2009 14:57:21.08,LDEAVILA,                                                                                                                                                                                                                                                                                                                
SEDT    PC,1,,4,6,8,R,-1,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,03-JUN-2009 14:57:33.80,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
SEMR    BV,0,,28,0,1,R,-43,0,-60,B,1,,0,0,0,0,I,0,0,0,,0,,0,05-DEC-2013 13:14:54.38,RMICHEL,                                                                                                                                                                                                                                                                                                                    
SEMR    FB,1,,4,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,17-JUL-2014 14:59:46.05,CSCHWIEGER,                                                                                                                                                                                                                                                                                                                  
SEUT    GH,1,,4,3,8,R,-9,0,-15,B,3,,0,5,6,0,I,0,-4,-60,B,3,D,1,07-MAY-2010 09:58:55.84,LDEAVILA,                                                                                                                                                                                                                                                                                                                
SEUT    PC,1,,28,3,8,R,-9,0,-15,B,3,,0,5,6,0,I,0,-1,-60,B,3,,0,07-MAY-2010 09:59:09.05,LDEAVILA,                                                                                                                                                                                                                                                                                                                
SFKDIVCOCH,1,,72,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 17:01:32.06,VLEE,                                                                                                                                                                                                                                                                                                                      
SFKDIVCOGH,1,,69,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 17:00:18.19,VLEE,                                                                                                                                                                                                                                                                                                                      
SFKSM   GH,1,,4,3,12,R,-3,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,19-JUN-2008 15:02:39.06,NPHELPS,                                                                                                                                                                                                                                                                                                                
SFLM    GH,1,,6,6,32,R,-4,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,11-MAY-2007 10:29:56.30,NPHELPS,                                                                                                                                                                                                                                                                                                                
SFLM    WC,1,,3,6,32,R,-4,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,04-JUN-2008 08:20:32.17,NPHELPS,                                                                                                                                                                                                                                                                                                                
SFMM    GH,1,,3,3,32,R,0,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JUL-2008 08:33:12.71,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SFOC    GH,1,,4,6,12,R,-13,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-MAR-2011 08:48:49.19,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SFOC    PC,1,,7,6,12,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,17-MAR-2011 08:48:55.01,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
SFOY    GH,1,,4,3,12,R,-10,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,17-MAR-2011 08:50:06.01,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
SFS     GH,1,,4,3,8,R,-6,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,22-APR-2010 13:07:15.37,RMICHEL,                                                                                                                                                                                                                                                                                                                 
SFS     WF,0,,149,6,0,R,-3,0,-15,B,3,,0,21,6,0,I,0,-4,-15,B,3,D,1,02-JUL-1997 09:17:38.97,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SFVY    GH,1,,10,6,2,R,-7,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,27-AUG-2010 15:08:44.75,RMICHEL,                                                                                                                                                                                                                                                                                                                
SFVY    GH1,1,,25,6,2,R,-37,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,27-AUG-2010 15:07:36.20,RMICHEL,                                                                                                                                                                                                                                                                                                              
SFVY    GH2,1,,40,6,2,R,-67,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,27-AUG-2010 15:05:43.26,RMICHEL,                                                                                                                                                                                                                                                                                                              
SFVY    GH3,1,,55,6,2,R,-97,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,27-AUG-2010 15:06:42.23,RMICHEL,                                                                                                                                                                                                                                                                                                              
SFVY    OB,1,,4,15,4,R,-7,0,-30,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-AUG-2010 13:14:06.23,RMICHEL,                                                                                                                                                                                                                                                                                                                     
SFVY    PC,1,,7,15,4,R,-7,0,-30,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-AUG-2010 13:15:46.48,RMICHEL,                                                                                                                                                                                                                                                                                                                     
SGWY    BV,1,,7,6,0,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,29-APR-2008 14:30:52.42,RMICHEL,                                                                                                                                                                                                                                                                                                                     
SGWY    GH,1,,4,3,8,R,-13,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,30-APR-2008 07:03:15.72,RMICHEL,                                                                                                                                                                                                                                                                                                                 
SHAM    GH,1,,7,5,8,R,-11,0,-15,V,4,HG,2,11,3,0,I,0,0,-30,B,3,,0,10-OCT-2012 08:27:05.38,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SHAM    PC,1,,7,5,4,R,-11,0,-15,V,4,PC,2,2,3,1,I,0,-1,-30,B,3,,0,09-OCT-2012 09:41:33.31,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SHAM    PC2,0,,12,5,0,R,-11,0,-15,V,4,YK,2,0,0,0,I,0,0,0,B,3,,0,20-APR-2015 16:10:58.60,LDEAVILA,                                                                                                                                                                                                                                                                                                               
SHARESCOFB,1,,4,3,8,R,-6,-9,-15,B,3,,0,2,3,0,I,0,-1,-15,T,3,,0,13-JUN-2008 17:36:08.50,CLORA,                                                                                                                                                                                                                                                                                                                   
SHER    FB,1,,22,15,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-1,-15,B,3,D,0,05-MAY-2008 13:52:20.09,NPHELPS,                                                                                                                                                                                                                                                                                                              
SHER    OBG,1,,19,15,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-4,-15,B,3,E,0,05-MAY-2008 13:52:30.72,NPHELPS,                                                                                                                                                                                                                                                                                                             
SHER    OBT,1,,16,15,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-4,-15,B,3,E,0,05-MAY-2008 13:52:37.24,NPHELPS,                                                                                                                                                                                                                                                                                                             
SHER    RB,1,,10,15,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-4,-15,B,3,D,0,05-MAY-2008 13:52:45.93,NPHELPS,                                                                                                                                                                                                                                                                                                              
SHER    RD,1,,13,15,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-7,-15,B,3,D,0,05-MAY-2008 13:52:53.08,NPHELPS,                                                                                                                                                                                                                                                                                                              
SHR     FB,1,,16,15,4,R,-9,0,-15,B,3,,0,8,12,0,I,-1,-7,-15,B,3,,0,21-MAY-2010 15:47:45.31,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SHR     OB,1,,4,15,4,R,-9,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,,0,06-MAY-2011 11:33:14.56,RMICHEL,                                                                                                                                                                                                                                                                                                                
SHR     PC,1,,13,15,4,R,-9,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,,0,06-MAY-2011 11:31:43.42,RMICHEL,                                                                                                                                                                                                                                                                                                               
SHR     RA,1,,10,15,4,R,-4,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,,0,14-JUL-2011 15:13:43.11,RMICHEL,                                                                                                                                                                                                                                                                                                               
SHR     SQ,0,,7,15,0,R,-9,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,,0,12-SEP-2012 10:19:15.57,JFREIN,                                                                                                                                                                                                                                                                                                                 
SIDM    BV,0,,0,0,0,R,-9,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,15-NOV-2012 10:35:09.25,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SIDM    GH,1,,4,6,12,R,-13,0,-15,T,3,,0,0,0,0,I,0,-1,-15,B,3,,0,02-JUN-2015 07:56:48.58,NPHELPS,                                                                                                                                                                                                                                                                                                                
SIWY    GH,1,,4,6,8,R,-15,0,-15,B,3,,0,5,9,3,I,0,-4,-15,B,3,,0,27-MAR-2015 13:35:38.07,CSCHWIEGER,                                                                                                                                                                                                                                                                                                              
SIWY    OB,1,,7,6,8,R,-15,0,-15,B,3,,0,2,9,3,I,0,-1,-15,B,3,,0,10-APR-2009 08:04:21.96,RMICHEL,                                                                                                                                                                                                                                                                                                                 
SIWY    WE,0,,0,0,0,R,-10,0,-15,B,3,,0,11,18,3,I,0,-10,-15,B,3,,0,09-AUG-1999 10:27:57.77,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SIWY    WF,0,,0,0,0,R,-10,0,-15,B,3,,0,8,18,3,I,0,-7,-15,B,3,,0,09-AUG-1999 10:28:10.04,LDEAVILA,                                                                                                                                                                                                                                                                                                               
SIWY    WP,0,,0,0,0,R,-10,0,-15,B,3,,0,14,18,3,I,0,-13,-15,B,3,,0,09-AUG-1999 10:28:17.01,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SIWY    WT,0,,0,0,0,R,-10,0,-15,B,3,,0,17,18,3,I,0,-16,-15,B,3,,0,09-AUG-1999 10:28:23.67,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SMGM    GH,1,,4,3,12,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-MAY-2011 11:43:37.67,NPHELPS,                                                                                                                                                                                                                                                                                                                
SMGM    GH_ABV,1,,0,0,0,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-NOV-2008 14:15:01.43,NPHELPS,                                                                                                                                                                                                                                                                                                             
SMGM    OB,1,,40,3,12,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-MAY-2011 11:43:53.07,NPHELPS,                                                                                                                                                                                                                                                                                                               
SMGM    WC,1,,0,0,0,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-NOV-2008 14:14:34.56,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SMGM    WE,1,,0,0,0,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-NOV-2008 14:14:44.54,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SMIM    CH,1,,4,3,12,R,-5,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,25-APR-2008 08:17:26.27,NPHELPS,                                                                                                                                                                                                                                                                                                                
SMLM    GH,1,,4,9,12,R,-1,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,04-OCT-2010 11:10:31.51,NPHELPS,                                                                                                                                                                                                                                                                                                                
SMLM    OB,1,,10,9,12,R,-1,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,E,0,04-OCT-2010 11:10:40.12,NPHELPS,                                                                                                                                                                                                                                                                                                               
SMLM    WC,1,,7,9,12,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,04-OCT-2010 11:10:59.88,NPHELPS,                                                                                                                                                                                                                                                                                                                   
SMTT    GH,1,,4,3,8,R,-10,0,-15,B,3,,0,5,6,4,I,0,-4,-60,B,3,D,1,10-AUG-2010 11:19:24.25,HYDROMET,                                                                                                                                                                                                                                                                                                               
SMTT    PC,1,,28,3,8,R,-10,0,-15,B,3,,0,2,6,4,I,0,-1,-60,B,3,D,1,10-AUG-2010 13:06:27.84,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SNST    GH,1,,4,3,8,R,-11,0,-15,B,3,,0,5,6,4,I,0,-4,-60,B,3,D,1,02-JUN-2006 10:28:09.77,LDEAVILA,                                                                                                                                                                                                                                                                                                               
SNST    PC,1,,28,3,8,R,-11,0,-15,B,3,,0,2,6,8,I,0,-1,-30,B,3,D,1,15-MAY-2015 08:47:40.98,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SNYD    GH,1,,6,8,16,R,-11,0,-30,V,5,HG,2,2,3,0,I,0,-1,-15,B,3,,0,07-NOV-2008 07:19:56.18,LDEAVILA,                                                                                                                                                                                                                                                                                                             
SNYD    PC,1,,6,8,4,R,-11,0,-30,V,5,PC,2,2,3,3,I,0,-1,-15,B,3,,0,14-SEP-2005 15:30:54.55,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SNYD    PC2,1,,3,6,4,R,-11,0,-30,V,5,YK,2,0,0,0,I,0,0,0,,0,,0,14-SEP-2005 15:30:25.57,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
SOAWKS  BV,1,,118,0,0,R,-25,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,08-JUN-2007 14:53:54.02,LDEAVILA,                                                                                                                                                                                                                                                                                                                  
SOAWKS  GH,1,,6,14,8,R,-6,0,-15,V,5,HG,2,0,0,0,I,0,0,0,,0,,0,08-JUN-2007 14:53:31.03,LDEAVILA,                                                                                                                                                                                                                                                                                                                  
SOAWKS  PC,1,,12,14,8,R,-6,0,-15,V,6,PP,2,0,0,0,I,0,0,0,,0,,0,08-JUN-2007 14:55:56.00,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
SOGEKS  BV,1,,70,0,0,R,-30,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,02-JUN-2004 13:03:45.91,RMICHEL,                                                                                                                                                                                                                                                                                                                    
SOGEKS  GH,1,,6,8,8,R,-11,0,-15,V,5,HG,2,0,0,0,I,0,0,0,,0,,0,12-JUN-2007 10:26:12.18,LDEAVILA,                                                                                                                                                                                                                                                                                                                  
SOGLKS  BV,1,,70,0,0,R,-11,0,-15,V,6,,0,0,0,0,I,0,0,0,,0,,0,08-JUN-2007 14:54:59.15,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
SOGLKS  GH,1,,7,8,8,R,-11,0,-15,V,5,HG,2,5,3,1,I,0,-4,-15,B,3,,0,08-JUN-2007 14:54:22.18,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SOGLKS  PC,1,,7,6,8,R,-11,0,-15,V,6,PP,2,2,3,1,I,0,-1,-15,B,3,,0,08-JUN-2007 14:54:37.42,LDEAVILA,                                                                                                                                                                                                                                                                                                              
SOOSKS  BV,1,,122,0,0,R,-24,0,-60,F,5,,0,0,0,0,I,0,0,0,,0,,0,14-JUN-2000 10:52:30.73,RMICHEL,                                                                                                                                                                                                                                                                                                                   
SOOSKS  GH,1,,7,5,8,R,-10,0,-15,V,5,HG,2,5,3,1,I,0,-4,-15,B,3,,0,27-FEB-2009 11:05:47.49,RMICHEL,                                                                                                                                                                                                                                                                                                               
SOOSKS  PC,1,,7,5,8,R,-10,0,-15,V,6,PP,2,2,3,1,I,0,-1,-15,B,3,,0,27-FEB-2009 11:06:23.77,RMICHEL,                                                                                                                                                                                                                                                                                                               
SOPRKS  BV,1,,129,0,0,R,-53,0,-60,F,6,,0,0,0,0,I,0,0,0,,0,,0,14-JUN-2000 09:06:54.12,RMICHEL,                                                                                                                                                                                                                                                                                                                   
SOPRKS  GH,1,,7,5,8,R,-53,0,-60,V,5,HG,2,5,3,1,I,0,-4,-15,B,3,,0,26-JUN-2000 14:44:55.05,RMICHEL,                                                                                                                                                                                                                                                                                                               
SOPRKS  PC,1,,7,6,8,R,-53,0,-60,V,6,PP,2,2,3,1,I,0,-1,-15,B,3,,0,26-JUN-2000 14:43:49.94,RMICHEL,                                                                                                                                                                                                                                                                                                               
SPNE    CH,1,,4,3,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,07-JUN-2007 11:04:58.16,RMICHEL,                                                                                                                                                                                                                                                                                                                      
SPNE    CH_B,1,,16,3,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,07-JUN-2007 11:05:28.42,RMICHEL,                                                                                                                                                                                                                                                                                                                   
SRAM    GH,1,,4,9,12,R,-10,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,04-AUG-2010 06:58:44.97,NPHELPS,                                                                                                                                                                                                                                                                                                               
SRAM    OB,1,,10,9,12,R,-10,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,E,0,04-AUG-2010 07:00:47.86,NPHELPS,                                                                                                                                                                                                                                                                                                              
SRAM    WC,1,,7,9,12,R,-10,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,04-AUG-2010 07:00:37.05,NPHELPS,                                                                                                                                                                                                                                                                                                                  
SRBB    GH,1,,4,3,8,R,-9,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,12-MAY-2005 08:16:12.99,RMICHEL,                                                                                                                                                                                                                                                                                                                 
SRBM    GH,1,,4,12,12,R,-5,0,-15,T,3,,0,2,9,3,I,0,-1,-15,B,3,D,1,03-JUN-2014 09:20:20.03,NPHELPS,                                                                                                                                                                                                                                                                                                               
SRBM    WF,0,,0,0,0,R,-5,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,E,0,15-FEB-2013 08:56:06.99,NPHELPS,                                                                                                                                                                                                                                                                                                                 
SRDM    GH,1,,10,9,8,R,-4,0,-15,T,3,,0,6,3,3,I,0,-1,-15,B,3,d,0,21-MAY-2008 07:17:05.01,NPHELPS,                                                                                                                                                                                                                                                                                                                
SRDM    RA,1,,4,9,8,R,-4,0,-15,T,3,,0,8,12,3,I,0,-7,-15,B,3,D,1,21-MAY-2008 07:16:42.15,NPHELPS,                                                                                                                                                                                                                                                                                                                
SRDM    RB,1,,7,9,8,R,-4,0,-15,T,3,,0,11,12,3,I,0,-10,-15,B,3,D,1,21-MAY-2008 07:16:52.05,NPHELPS,                                                                                                                                                                                                                                                                                                              
SREM    GH,1,,4,3,8,R,-8,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,11-DEC-2014 13:59:25.16,TFELCHLE,                                                                                                                                                                                                                                                                                                                
SRLM    GH,1,,4,3,12,R,0,0,-15,B,3,,0,2,12,3,I,0,-1,-15,B,3,D,1,03-MAR-2010 14:21:03.20,NPHELPS,                                                                                                                                                                                                                                                                                                                
